Rate your Algorithms skill out of 100,Rate your Programming Concepts out of 100,Rate your Computer Networks out of 100,Rate your Electronics Subjects out of 100,Rate your Mathematics out of 100,Rate your Communication skills out of 100,Hours working per day,No. of Participted hackathons, Rating coding skills out of 10,self-learning capability?,certifications,workshops,Interested subjects,Job/Higher Studies?,Type of company want to settle in?,interested in games,Management or Technical,worked in teams ever?,Career
78,92,64,78,71,75,4,4,3,yes,python,cloud computing,Computer Architecture,job,Product based,yes,Technical,yes,Software Engineer
68,61,85,82,74,91,12,5,5,no,full stack,system designing,data engineering,higherstudies,Sales and Marketing,no,Technical,yes,Software Engineer
85,80,64,77,68,86,10,3,9,no,distro making,game development,cloud computing,job,Service Based,no,Technical,no,Software Engineer
94,60,60,83,69,68,10,1,4,no,information security,database security,networks,higherstudies,Cloud Services,no,Technical,no,Database Developer
77,88,75,89,78,69,6,1,4,yes,full stack,data science,Management,job,Web Services,yes,Technical,yes,Systems Analyst
81,93,73,72,70,94,6,4,1,yes,machine learning,game development,programming,job,Testing and Maintainance Services,yes,Technical,yes,Solutions Architect
76,94,71,69,79,64,10,5,1,no,information security,cloud computing,programming,higherstudies,SAaS services,no,Management,yes,Systems Analyst
88,85,85,92,75,60,8,4,6,no,full stack,data science,Software Engineering,job,Finance,yes,Management,no,Information Security Analyst
79,87,89,93,88,78,9,2,2,yes,machine learning,system designing,data engineering,job,SAaS services,yes,Management,yes,Database Administrator
82,88,93,72,85,77,6,2,2,yes,r programming,hacking,Computer Architecture,higherstudies,BPA,yes,Management,yes,Software Engineer
82,76,90,85,61,89,7,2,9,no,r programming,game development,networks,job,Web Services,yes,Management,yes,Systems Analyst
92,86,68,63,78,69,12,1,3,yes,information security,web technologies,Management,higherstudies,Web Services,yes,Technical,yes,Systems Analyst
80,85,62,80,63,82,5,2,3,yes,machine learning,game development,data engineering,higherstudies,Finance,no,Management,yes,Network Security Engineer
80,88,84,72,72,62,5,4,4,no,shell programming,database security,hacking,job,Finance,no,Technical,yes,Database Developer
67,85,89,92,75,82,5,6,8,no,machine learning,hacking,networks,higherstudies,Cloud Services,yes,Management,yes,Solutions Architect
72,82,89,73,90,68,7,0,4,yes,distro making,data science,IOT,higherstudies,Service Based,no,Management,yes,Database Developer
81,60,81,62,71,81,4,5,5,no,hadoop,cloud computing,hacking,job,Product based,yes,Technical,no,Systems Analyst
73,93,79,85,66,85,4,4,5,no,information security,cloud computing,Computer Architecture,higherstudies,Product based,no,Management,no,Database Administrator
87,79,62,81,93,62,11,4,8,yes,shell programming,game development,parallel computing,higherstudies,product development,no,Technical,no,Software Engineer
72,67,72,81,68,82,8,0,7,no,app development,data science,Computer Architecture,job,Product based,no,Management,yes,Information Security Analyst
80,75,74,82,84,62,6,6,9,yes,machine learning,database security,Computer Architecture,higherstudies,BPA,yes,Management,yes,Network Security Engineer
72,67,74,69,92,60,9,2,4,yes,app development,testing,IOT,job,Web Services,yes,Technical,yes,Solutions Architect
79,81,92,70,89,75,10,1,6,no,hadoop,database security,Software Engineering,higherstudies,Web Services,yes,Management,no,Database Developer
80,79,60,84,82,76,5,5,4,yes,full stack,web technologies,IOT,job,Service Based,no,Management,no,Software Engineer
91,90,69,75,80,62,11,2,3,yes,full stack,game development,hacking,higherstudies,Finance,yes,Technical,no,Systems Analyst
84,85,75,70,85,74,12,1,5,yes,shell programming,system designing,programming,job,Finance,yes,Technical,yes,Information Security Analyst
76,93,78,67,70,65,10,2,9,no,machine learning,cloud computing,cloud computing,higherstudies,SAaS services,no,Technical,yes,Database Administrator
87,77,93,79,89,63,10,6,4,no,r programming,system designing,data engineering,higherstudies,BPA,yes,Management,no,Systems Analyst
82,68,78,73,81,83,8,0,3,yes,information security,hacking,cloud computing,job,Finance,yes,Technical,yes,Network Security Engineer
83,78,87,75,83,65,8,6,8,no,hadoop,web technologies,Management,job,product development,no,Technical,no,Network Security Engineer
61,63,87,75,72,85,9,5,9,no,r programming,testing,Management,job,Testing and Maintainance Services,no,Technical,no,E-Commerce Analyst
61,89,87,79,89,65,5,6,7,no,shell programming,system designing,cloud computing,job,Cloud Services,yes,Management,yes,Software Engineer
83,67,75,77,65,67,11,1,3,no,information security,game development,programming,higherstudies,Product based,yes,Technical,yes,Software Engineer
68,68,83,72,79,79,11,5,3,yes,information security,system designing,Software Engineering,job,Product based,no,Technical,yes,Software Engineer
81,76,62,92,77,75,5,3,7,yes,shell programming,hacking,data engineering,job,BPA,yes,Technical,no,Software Engineer
82,79,78,88,67,70,9,2,1,no,distro making,hacking,parallel computing,job,SAaS services,no,Management,yes,Network Security Engineer
86,66,60,85,87,72,12,1,7,no,machine learning,hacking,networks,higherstudies,BPA,yes,Management,no,Design & UX
60,92,65,73,81,84,12,1,6,no,full stack,system designing,programming,higherstudies,Cloud Services,yes,Management,yes,Software Engineer
86,71,93,67,81,76,7,0,4,no,python,system designing,parallel computing,job,Product based,yes,Technical,no,Solutions Architect
86,72,64,84,78,65,4,4,4,yes,information security,database security,data engineering,job,product development,no,Management,yes,Database Developer
87,68,68,93,91,61,9,2,4,yes,shell programming,game development,Software Engineering,higherstudies,BPA,yes,Technical,yes,Database Developer
91,80,62,74,77,89,9,5,8,no,hadoop,database security,cloud computing,higherstudies,product development,yes,Management,no,E-Commerce Analyst
88,84,66,83,64,85,11,4,9,yes,python,testing,parallel computing,job,SAaS services,no,Technical,yes,Database Administrator
78,63,61,72,80,94,4,5,3,yes,machine learning,system designing,hacking,job,Cloud Services,yes,Technical,no,Database Administrator
91,88,85,62,83,63,11,2,3,no,machine learning,system designing,cloud computing,job,Web Services,yes,Technical,yes,Database Developer
63,83,64,64,89,80,10,0,4,no,information security,cloud computing,IOT,higherstudies,BPA,yes,Technical,no,Network Security Engineer
67,78,94,91,79,86,12,5,4,no,machine learning,game development,Computer Architecture,higherstudies,Cloud Services,yes,Management,yes,Solutions Architect
64,61,78,94,84,91,7,1,4,yes,app development,web technologies,IOT,higherstudies,SAaS services,yes,Technical,no,Network Security Engineer
90,64,84,77,65,71,7,6,5,yes,hadoop,game development,hacking,job,product development,yes,Technical,yes,Systems Analyst
80,83,79,70,62,77,7,4,3,no,full stack,game development,parallel computing,higherstudies,Finance,yes,Management,no,Software Engineer
74,86,83,75,65,82,12,6,7,no,distro making,cloud computing,IOT,higherstudies,Finance,no,Technical,no,Solutions Architect
69,71,81,78,83,69,4,4,6,no,distro making,testing,programming,job,BPA,yes,Technical,yes,Solutions Architect
74,90,79,83,91,94,6,6,8,no,machine learning,cloud computing,Software Engineering,job,SAaS services,no,Technical,yes,Software Engineer
81,72,73,78,85,66,7,6,4,no,hadoop,system designing,Software Engineering,higherstudies,Sales and Marketing,no,Technical,yes,Network Security Engineer
83,75,68,91,83,62,12,5,2,no,distro making,system designing,cloud computing,higherstudies,Cloud Services,no,Technical,yes,Software Engineer
65,62,80,61,65,85,8,4,6,yes,app development,game development,programming,higherstudies,Testing and Maintainance Services,no,Technical,yes,Network Security Engineer
80,87,94,83,92,77,8,1,6,yes,app development,hacking,networks,job,Sales and Marketing,no,Management,no,Solutions Architect
91,84,78,87,85,88,11,5,5,no,distro making,system designing,parallel computing,higherstudies,product development,no,Technical,no,Database Developer
93,75,64,67,62,79,11,0,2,no,distro making,hacking,Software Engineering,job,Service Based,yes,Management,yes,Solutions Architect
69,83,63,77,88,93,4,5,1,no,machine learning,database security,data engineering,job,product development,no,Technical,no,E-Commerce Analyst
73,67,79,78,94,81,7,0,1,yes,shell programming,testing,networks,job,Finance,no,Technical,no,Software Engineer
79,82,75,65,86,62,9,6,8,yes,information security,data science,Software Engineering,higherstudies,BPA,yes,Management,no,Systems Analyst
93,71,67,91,83,89,6,0,5,yes,r programming,hacking,IOT,higherstudies,Sales and Marketing,yes,Technical,no,Software Engineer
76,75,77,72,85,82,8,2,1,yes,full stack,web technologies,cloud computing,job,Product based,no,Management,no,Database Administrator
63,91,65,69,64,76,8,5,1,yes,r programming,cloud computing,programming,job,Product based,no,Technical,yes,Software Engineer
94,92,61,61,63,66,6,5,8,yes,machine learning,system designing,Computer Architecture,higherstudies,Testing and Maintainance Services,no,Technical,no,Software Engineer
79,90,88,86,75,81,12,6,6,no,distro making,system designing,Software Engineering,higherstudies,SAaS services,no,Technical,yes,Systems Analyst
92,61,85,90,74,61,7,0,3,yes,shell programming,system designing,Management,job,Product based,no,Technical,no,Systems Analyst
94,79,74,85,76,78,10,2,8,yes,app development,data science,parallel computing,job,Cloud Services,no,Technical,no,Database Administrator
86,94,86,78,88,76,8,4,3,yes,hadoop,database security,networks,job,Product based,yes,Technical,no,Database Developer
90,85,86,89,67,73,4,5,5,yes,distro making,database security,networks,higherstudies,BPA,no,Management,yes,Network Security Engineer
71,92,86,81,85,86,4,2,5,no,machine learning,cloud computing,data engineering,job,Service Based,yes,Technical,no,Database Administrator
62,74,61,82,71,89,8,3,1,no,r programming,hacking,parallel computing,higherstudies,Sales and Marketing,yes,Technical,yes,Network Security Engineer
78,75,79,79,90,89,10,3,1,yes,distro making,game development,cloud computing,job,Sales and Marketing,no,Technical,yes,Systems Analyst
69,76,73,86,88,86,6,1,7,no,information security,web technologies,networks,job,Finance,no,Technical,yes,Software Engineer
91,62,89,87,88,91,6,4,7,yes,machine learning,database security,IOT,job,Web Services,yes,Management,yes,Systems Analyst
77,87,80,73,84,65,9,4,2,no,shell programming,cloud computing,IOT,higherstudies,SAaS services,yes,Technical,yes,Software Engineer
83,60,94,68,89,82,10,5,7,no,shell programming,database security,IOT,job,Cloud Services,yes,Technical,yes,E-Commerce Analyst
62,71,76,85,67,83,6,6,2,yes,python,web technologies,data engineering,job,product development,yes,Technical,no,Database Developer
68,77,81,64,60,87,10,2,9,yes,distro making,game development,networks,higherstudies,Finance,no,Management,yes,Database Developer
77,63,83,88,69,64,5,0,2,yes,app development,game development,Management,higherstudies,SAaS services,yes,Management,yes,Database Developer
63,88,88,75,73,78,10,0,6,yes,shell programming,system designing,Management,job,Testing and Maintainance Services,no,Management,no,Database Administrator
61,62,94,71,80,94,9,0,6,no,information security,hacking,data engineering,higherstudies,Product based,no,Management,yes,Database Administrator
72,91,60,60,82,69,10,1,2,no,shell programming,game development,IOT,job,Finance,no,Management,yes,Software Engineer
74,67,81,93,87,72,12,5,1,yes,shell programming,cloud computing,networks,higherstudies,Cloud Services,no,Technical,yes,Information Security Analyst
68,67,81,79,66,79,4,2,4,yes,hadoop,data science,cloud computing,job,BPA,yes,Management,no,Software Engineer
94,69,70,69,69,61,9,5,3,yes,shell programming,hacking,hacking,job,Finance,no,Technical,no,Design & UX
62,80,83,66,85,75,4,4,3,no,machine learning,cloud computing,programming,job,Web Services,no,Technical,yes,Design & UX
67,62,75,69,78,87,11,4,9,yes,app development,web technologies,hacking,job,Testing and Maintainance Services,no,Management,no,Database Administrator
74,84,74,72,85,74,11,6,9,no,information security,game development,Software Engineering,higherstudies,Testing and Maintainance Services,yes,Management,yes,Database Developer
65,94,83,70,87,87,12,5,3,no,shell programming,cloud computing,Computer Architecture,job,Web Services,yes,Technical,no,Solutions Architect
62,66,64,91,87,94,10,4,4,no,full stack,cloud computing,networks,job,Product based,yes,Technical,no,E-Commerce Analyst
76,66,60,72,65,67,7,6,3,no,machine learning,hacking,data engineering,higherstudies,Service Based,yes,Technical,no,Systems Analyst
87,86,80,72,69,78,5,5,6,yes,shell programming,system designing,Computer Architecture,higherstudies,Web Services,no,Management,yes,Systems Analyst
63,67,85,65,75,83,8,1,1,no,machine learning,game development,programming,job,Cloud Services,no,Management,yes,Network Security Engineer
90,62,68,93,71,91,12,3,8,yes,r programming,testing,Computer Architecture,job,SAaS services,no,Technical,no,Solutions Architect
79,73,67,60,88,84,10,6,7,yes,r programming,hacking,cloud computing,higherstudies,Cloud Services,yes,Technical,yes,Information Security Analyst
70,85,84,62,94,81,10,2,7,yes,machine learning,testing,parallel computing,job,Sales and Marketing,no,Management,no,Database Developer
82,94,75,70,92,63,6,5,2,no,hadoop,data science,cloud computing,job,Cloud Services,yes,Management,no,Solutions Architect
94,68,69,70,69,89,11,4,1,yes,distro making,data science,networks,job,Finance,no,Technical,no,Software Engineer
60,93,65,92,66,90,10,3,2,no,information security,database security,Management,higherstudies,Testing and Maintainance Services,no,Management,no,Systems Analyst
82,76,62,70,91,70,4,2,7,yes,app development,testing,Management,higherstudies,Web Services,yes,Management,no,Solutions Architect
72,84,93,80,66,93,12,0,3,no,hadoop,web technologies,data engineering,higherstudies,BPA,no,Technical,no,Database Administrator
81,90,93,67,88,64,7,4,7,no,python,web technologies,networks,higherstudies,Finance,yes,Management,yes,Software Engineer
76,93,62,74,82,88,11,1,3,no,full stack,cloud computing,data engineering,job,Product based,yes,Management,yes,E-Commerce Analyst
60,94,90,71,78,73,4,3,1,yes,distro making,game development,networks,higherstudies,product development,yes,Management,yes,E-Commerce Analyst
